ブサイク,13
あなたの顔ってカエルみたい,16
あなたはカエルのようですね,2
あなたはカエルのように見えますね。,2
あなたの顔ってカエルみたい,1
バカ,9
アホ,0
お前,1
あんぽんたん,0
ラクダみたいな顔,13
あなたの顔はラクダのように見えます。,0
お顔が独特,0
カエルのような特徴がある,0
人間の恥,0
顔がラクダっぽい,1
ラクダのように見えますね。,0
お顔は、ラクダさんのように見えますね。,0
お前って,0
